"Age","Status","Studies","YearsOfExperience","Indentation_Length","Nesting_Level","Distance_from_Center","Correct","number_of_given_answers","expected_answer","given_answer","is_correct","time_in_milliseconds","Subject","Name","Q1","Q3","IQR","Lower_Bound","Upper_Bound","Outlier_Flag"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Dynamic",2,2,1,1,7,7,"True",1565,1,,1193.0,1565.0,372.0,77.0,2681.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","4",2,2,1,1,1,1,"True",1219,1,,1294.0,1387.0,93.0,1015.0,1666.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","10",1,3,1,1,7,7,"True",1392,1,,1392.0,1442.0,50.0,1242.0,1592.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Dynamic",6,2,1,1,7,7,"True",1665,1,,1492.0,1720.0,228.0,808.0,2404.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","8",4,0,1,1,1,1,"True",3440,1,,2605.0,3440.0,835.0,100.0,5945.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","8",4,0,1,1,3,3,"True",2416,1,,2605.0,3440.0,835.0,100.0,5945.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","10",3,1,1,1,5,5,"True",1744,1,,1453.0,2051.0,598.0,-341.0,3845.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Dynamic",4,0,1,1,3,3,"True",3132,1,,1593.0,3690.0,2097.0,-4698.0,9981.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","2",7,3,1,1,6,6,"True",1738,1,,1357.0,1448.0,91.0,1084.0,1721.0,"Outlier"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","8",7,3,1,1,1,1,"True",946,1,,1034.0,1665.0,631.0,-859.0,3558.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","2",4,0,0,1,5,3,"False",3626,1,,2844.0,3626.0,782.0,498.0,5972.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Dynamic",5,1,1,1,3,3,"True",2113,1,,1092.0,2113.0,1021.0,-1971.0,5176.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Dynamic",7,3,1,1,3,3,"True",1107,1,,1107.0,1774.0,667.0,-894.0,3775.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Dynamic",7,3,1,1,1,1,"True",962,1,,1107.0,1774.0,667.0,-894.0,3775.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Dynamic",7,3,1,1,2,2,"True",1109,1,,1107.0,1774.0,667.0,-894.0,3775.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","6",3,1,1,1,5,5,"True",1696,1,,1113.0,1556.0,443.0,-216.0,2885.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","10",7,3,1,1,6,6,"True",1341,1,,1341.0,1750.0,409.0,114.0,2977.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","4",1,3,1,1,6,6,"True",1397,1,,1191.0,1445.0,254.0,429.0,2207.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","6",2,2,1,1,1,1,"True",1139,1,,1364.0,1882.0,518.0,-190.0,3436.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","6",6,2,1,1,5,5,"True",1701,1,,1273.0,1811.0,538.0,-341.0,3425.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","4",2,2,1,1,3,3,"True",1387,1,,1294.0,1387.0,93.0,1015.0,1666.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","10",5,1,1,1,4,4,"True",1710,1,,1710.0,2154.0,444.0,378.0,3486.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","8",4,0,1,1,5,5,"True",3023,1,,2605.0,3440.0,835.0,100.0,5945.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","10",3,1,1,1,4,4,"True",2051,1,,1453.0,2051.0,598.0,-341.0,3845.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","10",2,2,1,1,7,7,"True",1548,1,,1548.0,1597.0,49.0,1401.0,1744.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","8",2,2,1,1,1,1,"True",1128,1,,1230.0,1426.0,196.0,642.0,2014.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Dynamic",7,3,1,1,7,7,"True",1869,1,,1107.0,1774.0,667.0,-894.0,3775.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","6",7,3,1,1,1,1,"True",1386,1,,1339.0,1386.0,47.0,1198.0,1527.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","2",7,3,1,1,3,3,"True",1410,1,,1357.0,1448.0,91.0,1084.0,1721.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Dynamic",4,0,1,1,5,5,"True",1593,1,,1593.0,3690.0,2097.0,-4698.0,9981.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Dynamic",5,1,1,1,1,1,"True",1092,1,,1092.0,2113.0,1021.0,-1971.0,5176.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Dynamic",3,1,1,1,2,2,"True",878,1,,1132.0,1626.0,494.0,-350.0,3108.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","2",2,2,1,1,5,5,"True",1868,1,,1499.0,1868.0,369.0,392.0,2975.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","6",1,3,1,1,2,2,"True",1239,1,,1244.0,1576.0,332.0,248.0,2572.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Dynamic",1,3,1,1,1,1,"True",712,1,,833.0,1324.0,491.0,-640.0,2797.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Dynamic",3,1,0,1,4,5,"False",1132,1,,1132.0,1626.0,494.0,-350.0,3108.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","10",4,0,1,1,2,2,"True",1929,1,,2467.0,3121.0,654.0,505.0,5083.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Dynamic",4,0,1,1,3,3,"True",1329,1,,1593.0,3690.0,2097.0,-4698.0,9981.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","2",1,3,1,1,2,2,"True",1217,1,,1355.0,1450.0,95.0,1070.0,1735.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","6",4,0,1,1,2,2,"True",1489,1,,1489.0,2325.0,836.0,-1019.0,4833.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","8",6,2,1,1,7,7,"True",1358,1,,1311.0,1522.0,211.0,678.0,2155.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","2",5,1,1,1,4,4,"True",2543,1,,2033.0,2676.0,643.0,104.0,4605.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","6",6,2,1,1,2,2,"True",1133,1,,1273.0,1811.0,538.0,-341.0,3425.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","8",2,2,1,1,2,2,"True",1230,1,,1230.0,1426.0,196.0,642.0,2014.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","8",7,3,1,1,4,4,"True",1510,1,,1034.0,1665.0,631.0,-859.0,3558.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Dynamic",6,2,1,1,5,5,"True",1492,1,,1492.0,1720.0,228.0,808.0,2404.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","4",4,0,1,1,7,7,"True",2069,1,,2084.0,3125.0,1041.0,-1039.0,6248.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","4",2,2,1,1,2,2,"True",1417,1,,1294.0,1387.0,93.0,1015.0,1666.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","4",5,1,1,1,1,1,"True",1655,1,,1680.0,2256.0,576.0,-48.0,3984.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","8",1,3,1,1,6,6,"True",1453,1,,1062.0,1304.0,242.0,336.0,2030.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","10",6,2,1,1,7,7,"True",1601,1,,1560.0,1992.0,432.0,264.0,3288.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","10",2,2,1,1,4,4,"True",1577,1,,1548.0,1597.0,49.0,1401.0,1744.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","2",3,1,1,1,2,2,"True",1736,1,,1820.0,2055.0,235.0,1115.0,2760.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","8",1,3,0,1,4,5,"False",1304,1,,1062.0,1304.0,242.0,336.0,2030.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","2",3,1,1,1,7,7,"True",2055,1,,1820.0,2055.0,235.0,1115.0,2760.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","6",3,1,1,1,4,4,"True",1556,1,,1113.0,1556.0,443.0,-216.0,2885.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","6",1,3,1,1,6,6,"True",1244,1,,1244.0,1576.0,332.0,248.0,2572.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","6",2,2,1,1,5,5,"True",1364,1,,1364.0,1882.0,518.0,-190.0,3436.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Dynamic",3,1,1,1,3,3,"True",1293,1,,1132.0,1626.0,494.0,-350.0,3108.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","4",1,3,1,1,3,3,"True",1159,1,,1191.0,1445.0,254.0,429.0,2207.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","6",3,1,1,1,4,4,"True",1069,1,,1113.0,1556.0,443.0,-216.0,2885.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Dynamic",1,3,1,1,7,7,"True",1168,1,,833.0,1324.0,491.0,-640.0,2797.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","6",3,1,1,1,3,3,"True",1113,1,,1113.0,1556.0,443.0,-216.0,2885.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","6",7,3,1,1,3,3,"True",1034,1,,1339.0,1386.0,47.0,1198.0,1527.0,"Outlier"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","8",3,1,1,1,1,1,"True",949,1,,1326.0,2372.0,1046.0,-1812.0,5510.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","4",2,2,1,1,4,4,"True",1294,1,,1294.0,1387.0,93.0,1015.0,1666.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","8",6,2,1,1,3,3,"True",1107,1,,1311.0,1522.0,211.0,678.0,2155.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","4",7,3,1,1,6,6,"True",1464,1,,1250.0,1408.0,158.0,776.0,1882.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Dynamic",5,1,1,1,1,1,"True",888,1,,1092.0,2113.0,1021.0,-1971.0,5176.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","6",5,1,1,1,4,4,"True",1157,1,,1651.0,1935.0,284.0,799.0,2787.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","8",2,2,1,1,5,5,"True",1305,1,,1230.0,1426.0,196.0,642.0,2014.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","6",4,0,1,1,4,4,"True",1028,1,,1489.0,2325.0,836.0,-1019.0,4833.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","more than 3 years, but less than or equal 5 year","4",4,0,1,1,1,1,"True",2165,2,,2165.0,2821.0,656.0,197.0,4789.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","more than 3 years, but less than or equal 5 year","4",7,3,1,1,3,3,"True",1012,2,,1012.0,1480.0,468.0,-392.0,2884.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","more than 3 years, but less than or equal 5 year","2",7,3,1,1,2,2,"True",1127,2,,1127.0,1652.0,525.0,-448.0,3227.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","more than 3 years, but less than or equal 5 year","2",4,0,1,1,2,2,"True",2476,2,,2383.0,3253.0,870.0,-227.0,5863.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","more than 3 years, but less than or equal 5 year","8",4,0,1,1,5,5,"True",1913,2,,1449.0,1913.0,464.0,57.0,3305.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","more than 3 years, but less than or equal 5 year","10",1,3,1,1,3,3,"True",1805,2,,1526.0,1856.0,330.0,536.0,2846.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","more than 3 years, but less than or equal 5 year","8",5,1,1,1,3,3,"True",1648,2,,1576.0,1757.0,181.0,1033.0,2300.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","more than 3 years, but less than or equal 5 year","4",5,1,1,1,1,1,"True",1481,2,,1695.0,1730.0,35.0,1590.0,1835.0,"Outlier"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","more than 3 years, but less than or equal 5 year","10",1,3,1,1,7,7,"True",1992,2,,1526.0,1856.0,330.0,536.0,2846.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","more than 3 years, but less than or equal 5 year","2",2,2,1,1,5,5,"True",3378,2,,1433.0,2027.0,594.0,-349.0,3809.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","more than 3 years, but less than or equal 5 year","4",6,2,1,1,5,5,"True",1856,2,,1711.0,1856.0,145.0,1276.0,2291.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","more than 3 years, but less than or equal 5 year","2",6,2,0,1,6,5,"False",3160,2,,2289.0,3160.0,871.0,-324.0,5773.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","more than 3 years, but less than or equal 5 year","6",5,1,1,1,3,3,"True",3473,2,,1730.0,2570.0,840.0,-790.0,5090.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","more than 3 years, but less than or equal 5 year","10",2,2,1,1,6,6,"True",1964,2,,1715.0,1964.0,249.0,968.0,2711.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","more than 3 years, but less than or equal 5 year","Dynamic",2,2,1,1,7,7,"True",1680,2,,1216.0,1680.0,464.0,-176.0,3072.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","more than 3 years, but less than or equal 5 year","2",6,2,0,1,6,4,"False",3676,2,,2289.0,3160.0,871.0,-324.0,5773.0,"OK"
