"Age","Status","Studies","YearsOfExperience","Overlap","Indentation_Length","Nesting_Level","Distance_from_Center","Overlap_Above_Percent","Overlap_Below_Percent","Correct","number_of_given_answers","expected_answer","given_answer","is_correct","time_in_milliseconds","Subject","Name","Q1","Q3","IQR","Lower_Bound","Upper_Bound","Outlier_Flag"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","10",6,2,0,100,1,1,2,2,"True",958,1,,878.75,1230.75,352.0,-177.25,2286.75,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","14",5,1,0,100,1,1,1,1,"True",820,1,,1064.75,1277.5,212.75,426.5,1915.75,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","Dynamic",4,0,0,100,1,1,6,6,"True",1558,1,,992.5,1128.5,136.0,584.5,1536.5,"Outlier"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","14",6,2,65,95,1,1,2,2,"True",898,1,,890.0,1045.75,155.75,422.75,1513.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","10",5,1,0,100,1,1,6,6,"True",1336,1,,946.75,1372.0,425.25,-329.0,2647.75,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","14",4,0,65,95,1,1,2,2,"True",1017,1,,856.5,1324.75,468.25,-548.25,2729.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","6",5,1,65,95,1,1,5,5,"True",1607,1,,1353.25,1526.5,173.25,833.5,2046.25,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","10",5,1,0,100,1,1,1,1,"True",946,1,,946.75,1372.0,425.25,-329.0,2647.75,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","14",6,2,65,95,1,1,5,5,"True",1085,1,,890.0,1045.75,155.75,422.75,1513.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","6",4,0,65,95,1,1,2,2,"True",1711,1,,1333.0,1677.5,344.5,299.5,2711.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","Dynamic",3,1,0,100,1,1,7,7,"True",1440,1,,1101.5,1420.5,319.0,144.5,2377.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","14",5,1,0,100,1,1,5,5,"True",1487,1,,1064.75,1277.5,212.75,426.5,1915.75,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","10",2,2,65,95,1,1,2,2,"True",1012,1,,1165.5,1363.75,198.25,570.75,1958.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","6",6,2,0,100,1,1,2,2,"True",890,1,,917.5,1380.5,463.0,-471.5,2769.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","6",6,2,0,100,1,1,7,7,"True",1328,1,,917.5,1380.5,463.0,-471.5,2769.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","10",2,2,65,95,1,1,4,4,"True",1684,1,,1165.5,1363.75,198.25,570.75,1958.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","10",3,1,65,95,1,1,4,4,"True",984,1,,1087.0,1230.0,143.0,658.0,1659.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","14",6,2,65,95,1,1,2,2,"True",889,1,,890.0,1045.75,155.75,422.75,1513.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","10",5,1,65,95,1,1,3,3,"True",1122,1,,1044.5,1176.75,132.25,647.75,1573.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","6",4,0,0,100,1,1,6,6,"True",1325,1,,1223.0,1613.75,390.75,50.75,2786.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","Dynamic",5,1,0,100,1,1,7,7,"True",1243,1,,982.25,1229.5,247.25,240.5,1971.25,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","10",3,1,65,95,1,1,1,1,"True",959,1,,1087.0,1230.0,143.0,658.0,1659.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","6",4,0,65,95,1,1,3,3,"True",1231,1,,1333.0,1677.5,344.5,299.5,2711.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","Dynamic",4,0,65,95,1,1,1,1,"True",860,1,,846.25,1041.25,195.0,261.25,1626.25,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","14",5,1,65,95,1,1,3,3,"True",867,1,,881.25,1417.0,535.75,-726.0,3024.25,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","Dynamic",6,2,65,95,1,1,5,5,"True",990,1,,940.25,1125.5,185.25,384.5,1681.25,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","10",3,1,0,100,1,1,7,7,"True",1380,1,,1004.5,1373.5,369.0,-102.5,2480.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","6",3,1,65,95,0,1,6,5,"False",1555,1,,1437.75,1678.0,240.25,717.0,2398.75,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","10",4,0,0,100,1,1,3,3,"True",1069,1,,988.75,1354.75,366.0,-109.25,2452.75,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","10",3,1,0,100,1,1,5,5,"True",1559,1,,1004.5,1373.5,369.0,-102.5,2480.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","10",4,0,0,100,1,1,6,6,"True",1528,1,,988.75,1354.75,366.0,-109.25,2452.75,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","14",5,1,0,100,1,1,4,4,"True",1054,1,,1064.75,1277.5,212.75,426.5,1915.75,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","6",3,1,65,95,1,1,1,1,"True",1175,1,,1437.75,1678.0,240.25,717.0,2398.75,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","Dynamic",6,2,0,100,1,1,6,6,"True",1310,1,,963.5,1095.0,131.5,569.0,1489.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","10",2,2,0,100,1,1,6,6,"True",1325,1,,1286.0,1444.75,158.75,809.75,1921.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","Dynamic",2,2,65,95,1,1,5,5,"True",1093,1,,852.0,1088.5,236.5,142.5,1798.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","14",4,0,0,100,1,1,6,6,"True",1244,1,,983.25,1321.25,338.0,-30.75,2335.25,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","Dynamic",6,2,0,100,1,1,1,1,"True",748,1,,963.5,1095.0,131.5,569.0,1489.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","14",5,1,65,95,1,1,2,2,"True",808,1,,881.25,1417.0,535.75,-726.0,3024.25,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","10",2,2,65,95,1,1,3,3,"True",1275,1,,1165.5,1363.75,198.25,570.75,1958.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","Dynamic",2,2,65,95,1,1,1,1,"True",789,1,,852.0,1088.5,236.5,142.5,1798.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","14",6,2,65,95,1,1,7,7,"True",1448,1,,890.0,1045.75,155.75,422.75,1513.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","Dynamic",4,0,65,95,1,1,1,1,"True",825,1,,846.25,1041.25,195.0,261.25,1626.25,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","14",2,2,0,100,1,1,2,2,"True",1142,1,,1000.75,1181.0,180.25,460.0,1721.75,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","Dynamic",5,1,0,100,1,1,1,1,"True",955,1,,982.25,1229.5,247.25,240.5,1971.25,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","Dynamic",3,1,65,95,1,1,1,1,"True",836,1,,1007.75,1124.75,117.0,656.75,1475.75,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","Dynamic",6,2,65,95,0,1,4,5,"False",1067,1,,940.25,1125.5,185.25,384.5,1681.25,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","Dynamic",5,1,0,100,1,1,7,7,"True",1303,1,,982.25,1229.5,247.25,240.5,1971.25,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","6",4,0,0,100,1,1,1,1,"True",1238,1,,1223.0,1613.75,390.75,50.75,2786.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","10",4,0,0,100,1,1,1,1,"True",871,1,,988.75,1354.75,366.0,-109.25,2452.75,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","6",3,1,65,95,1,1,3,3,"True",1482,1,,1437.75,1678.0,240.25,717.0,2398.75,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","14",6,2,65,95,1,1,1,1,"True",893,1,,890.0,1045.75,155.75,422.75,1513.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","10",5,1,65,95,1,1,5,5,"True",1195,1,,1044.5,1176.75,132.25,647.75,1573.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","14",6,2,65,95,1,1,1,1,"True",824,1,,890.0,1045.75,155.75,422.75,1513.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","6",2,2,65,95,1,1,7,7,"True",1570,1,,1142.75,1559.5,416.75,-107.5,2809.75,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","10",2,2,0,100,1,1,5,5,"True",1361,1,,1286.0,1444.75,158.75,809.75,1921.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","Dynamic",6,2,65,95,1,1,4,4,"True",1145,1,,940.25,1125.5,185.25,384.5,1681.25,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","Dynamic",5,1,65,95,1,1,5,5,"True",1204,1,,945.5,1138.25,192.75,367.25,1716.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","14",3,1,0,100,1,1,2,2,"True",1195,1,,932.5,1192.5,260.0,152.5,1972.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","10",4,0,0,100,1,1,7,7,"True",1425,1,,988.75,1354.75,366.0,-109.25,2452.75,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","6",5,1,65,95,1,1,5,5,"True",1487,1,,1353.25,1526.5,173.25,833.5,2046.25,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","6",3,1,0,100,1,1,2,2,"True",1482,1,,1160.0,1759.75,599.75,-639.25,3559.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","Dynamic",5,1,65,95,1,1,3,3,"True",935,1,,945.5,1138.25,192.75,367.25,1716.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","Dynamic",5,1,0,100,1,1,5,5,"True",1189,1,,982.25,1229.5,247.25,240.5,1971.25,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","6",6,2,65,95,1,1,3,3,"True",1644,1,,935.5,1232.5,297.0,44.5,2123.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","6",6,2,0,100,0,1,5,6,"False",1679,1,,917.5,1380.5,463.0,-471.5,2769.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","Dynamic",2,2,0,100,1,1,5,5,"True",1394,1,,1246.25,1429.75,183.5,695.75,1980.25,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","6",3,1,0,100,1,1,7,7,"True",1953,1,,1160.0,1759.75,599.75,-639.25,3559.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","6",3,1,0,100,1,1,6,6,"True",1744,1,,1160.0,1759.75,599.75,-639.25,3559.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","Dynamic",2,2,65,95,1,1,2,2,"True",1069,1,,852.0,1088.5,236.5,142.5,1798.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","6",2,2,65,95,1,1,1,1,"True",1172,1,,1142.75,1559.5,416.75,-107.5,2809.75,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","10",6,2,0,100,1,1,7,7,"True",1113,1,,878.75,1230.75,352.0,-177.25,2286.75,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","10",5,1,65,95,1,1,5,5,"True",1470,1,,1044.5,1176.75,132.25,647.75,1573.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","14",2,2,0,100,1,1,2,2,"True",977,1,,1000.75,1181.0,180.25,460.0,1721.75,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","10",4,0,65,95,1,1,3,3,"True",1166,1,,1185.75,1540.0,354.25,123.0,2602.75,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","14",6,2,0,100,1,1,5,5,"True",1091,1,,964.5,1127.75,163.25,474.75,1617.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","Overlap","6",4,0,65,95,1,1,1,1,"True",1736,1,,1333.0,1677.5,344.5,299.5,2711.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","Dynamic",3,1,0,100,1,1,4,4,"True",1249,1,,1101.5,1420.5,319.0,144.5,2377.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","Dynamic",4,0,0,100,1,1,2,2,"True",1003,1,,992.5,1128.5,136.0,584.5,1536.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","10",2,2,0,100,1,1,7,7,"True",1494,1,,1286.0,1444.75,158.75,809.75,1921.0,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","6",6,2,0,100,1,1,7,7,"True",1256,1,,917.5,1380.5,463.0,-471.5,2769.5,"OK"
"between 18 and (excluding) 25","Undergraduate student (BSc not yet finished)","Computer science","less than or equal 1 year","No_Overlap","6",6,2,0,100,1,1,3,3,"True",829,1,,917.5,1380.5,463.0,-471.5,2769.5,"OK"
